Ticker,Company Name,Industry
TTC,Toro Company,tools & accessories
TTCF,Tattooed Chef,packaged foods
TTD,The Trade Desk,software-application
TTE,Totalenergies,oil & gas integrated
TTEC,Ttec Holdings,information technology services
TTEK,Tetra Tech,engineering & construction
TTGT,Techtarget,internet content & information
TTI,Tetra Technologies,oil & gas equipment & services
TTM,Tata Motors,auto manufacturers
TTMI,Ttm Technologies,electronic components
TTNP,Titan Pharmaceuticals,biotechnology
TTOO,T2 Biosystems,diagnostics & research
TTSH,Tile Shop Holdings,home improvement retail
TTWO,Take-Two Interactive,electronic gaming & multimedia
TU,Telus Corporation,telecom services
TUEM,Tuesday Morning,specialty retail
TUFN,Tufin Software Technologies,software-infrastructure
TUGC,Tradeup Global,blank checks / spac
TUP,Tupperware Brands,packaging & containers
TURN,180 Degree Capital,asset management
TUSK,Mammoth Energy Services,oil & gas equipment & services
TUYA,Tuya,software-infrastructure
TV,Grupo Televisa,broadcasting
TVAC,Thayer Ventures Acquisition,shell companies
TVTX,Travere Therapeutics,biotechnology
TVTY,Tivity Health,medical care facilities
TW,Tradeweb Markets,capital markets
TWCT,Twc Tech Holdings Ii,shell companies
TWI,Titan International,farm & heavy construction machinery
TWIN,Twin Disc,specialty industrial machinery
TWLO,Twilio,internet content & information
TWLV,Twelve Seas Investment Ii,blank checks / spac
TWND,Tailwind Acquisition,shell companies
TWNI,Tailwind International Acquisition,shell companies
TWNK,Hostess Brands,packaged foods
TWNT,Tailwind Two Acquisition,shell companies
TWO,Two Harbors Investment,reit-mortgage
TWOA,Two,shell companies
TWOU,"2U, Inc",education & training services
TWST,Twist Bioscience,diagnostics & research
TWTR,Twitter,internet content & information
TX,Ternium,steel
TXG,10X Genomics,health information services
TXMD,Therapeuticsmd,drug manufacturers-specialty & generic
TXN,Texas Instruments,semiconductors
TXRH,Texas Roadhouse,restaurants
TXT,Textron,aerospace & defense
TYG,Tortoise Energy Infrastructure,asset management
TYHT,Shineco,drug manufacturers-specialty & generic
TYL,Tyler Technologies,software-application
TYME,Tyme Technologies,biotechnology
TZOO,Travelzoo,travel services
TZPS,Tzp Strategies Acquisition,shell companies
U,Unity Software,software publishers
UA,Under Armour,apparel manufacturing
UAA,Under Armour,apparel manufacturing
UAL,United Airlines,airlines
UAMY,United States Antimony,other industrial metals & mining
UAN,Cvr Partners,agricultural inputs
UAVS,Ageagle Aerial Systems,aerospace & defense
UBA,Urstadt Biddle Properties,reit-retail
UBCP,United Bancorp,banks-regional
UBER,Uber Technologies,software-application
UBFO,United Security Bancshares,banks-regional
UBOH,United Bancshares,banks-regional
UBP,Urstadt Biddle Properties,reit-retail
UBS,Ubs Group,banks-diversified
UBSI,United Bankshares,banks-regional
UBX,Unity Biotechnology,biotechnology
UCBI,United Community Banks,banks-regional
UCL,Ucloudlink Group,telecom services
UCTT,Ultra Clean Holdings,semiconductor equipment & materials
UDR,"Udr, Inc.",reit-residential
UE,Urban Edge Properties,reit-diversified
UEC,Uranium Energy,uranium
UEIC,Universal Electronics,consumer electronics
UEPS,Net 1 Ueps Technologies,software-infrastructure
UFAB,Unique Fabricating,auto parts
UFCS,United Fire Group,insurance-property & casualty
UFI,"Unifi, Inc.",textile manufacturing
UFPI,Universal Forest Products,lumber & wood production
UFPT,Ufp Technologies,packaging & containers
UFS,Domtar,paper & paper products
UG,United-Guardian,household & personal products
UGI,Ugi Corporation,utilities-regulated gas
UGP,Ultrapar Participacoes,oil & gas refining & marketing
UGRO,Urban-Gro,farm & heavy construction machinery
UHAL,Amerco,rental & leasing services
UHS,Universal Health Services,medical care facilities
UHT,Universal Health Realty Income Trust,reit-healthcare facilities
UI,Ubiquiti,communication equipment
UIHC,United Insurance Holdings,insurance-property & casualty
UIS,Unisys,information technology services
UK,Ucommune International,real estate services
UL,Unilever Plc,household & personal products
ULBI,Ultralife,electrical equipment & parts
ULCC,Frontier Group Holdings,airlines
ULH,Universal Logistics Holdings,trucking
ULTA,Ulta Beauty,specialty retail
UMBF,Umb Financial,banks-regional
UMC,United Microelectronics,semiconductors
UMH,Umh Properties,reit-residential
UMPQ,Umpqua Holdings,banks-regional
UNAM,Unico American,insurance-property & casualty
UNB,Union Bankshares,banks-regional
UNCY,Unicycive Therapeutics,biotechnology
UNF,Unifirst,specialty business services
UNFI,United Natural Foods,food distribution
UNH,Unitedhealth,healthcare plans
UNIT,Uniti Group,reit-specialty
UNM,Unum Group,insurance-life
UNP,Union Pacific,railroads
UNTY,Unity Bancorp,banks-regional
UNVR,Univar Solutions,chemicals
UONE,Urban One,broadcasting
UONEK,Urban One,broadcasting
UP,Wheels Up,airports & air services
UPC,Universe Pharmaceuticals,biotechnology
UPH,Uphealth,health information services
UPLD,Upland Software,software-application
UPS,United Parcel Service,integrated freight & logistics
UPST,Upstart Holdings,credit services
UPWK,Upwork,staffing & employment services
URBN,Urban Outfitters,apparel retail
URG,Ur-Energy,uranium
URGN,Urogen Pharma,biotechnology
URI,United Rentals,rental & leasing services
UROY,Uranium Royalty,uranium
USAC,Usa Compression Partners,oil & gas equipment & services
USAK,Usa Truck,trucking
USAP,Universal Stainless & Alloy Products,steel
USAS,Americas Gold & Silver,other industrial metals & mining
USAU,U.S. Gold Corp,gold
USB,U.S. Bancorp,banks-regional
USCB,U.S. Century Bank,commercial banking
USCR,U.S. Concrete,building materials
USDP,Usd Partners,railroads
USEG,U.S. Energy,oil & gas e&p
USFD,Us Foods Holding,food distribution
USIO,"Usio, Inc.",information technology services
USLM,United States Lime & Minerals,building materials
USM,United States Cellular,telecom services
USNA,Usana Health Sciences,household & personal products
USPH,U.S. Physical Therapy,medical care facilities
USWS,U.S. Well Services,oil & gas midstream
USX,U.S. Xpress Enterprises,trucking
UTHR,United Therapeutics,biotechnology
UTI,Universal Technical Institute,education & training services
UTL,Unitil,utilities-diversified
UTMD,Utah Medical Products,medical instruments & supplies
UTME,Utime,consumer electronics
UTSI,Utstarcom Holdings,communication equipment
UTZ,Utz Brands,packaged foods
UUU,Universal Security Instruments,security & protection services
UUUU,Energy Fuels,uranium
UVE,Universal Insurance Holdings,insurance-property & casualty
UVSP,Univest Financial,banks-regional
UVV,Universal Corporation,tobacco
UWMC,Uwm Holdings,shell companies
UXIN,Uxin Limited,internet content & information
V,"Visa, Inc",credit services
VABK,Virginia National Bankshares,banks-regional
VAC,Marriott Vacations Worldwide,resorts & casinos
VACC,Vaccitech,biotechnology
VACQ,Vector Acquisition,shell companies
VAL,Valaris,oil & gas equipment & services
VALE,Vale S.A.,other industrial metals & mining
VALN,Valneva,biotechnology
VALU,Value Line,financial data & stock exchanges
VAPO,Vapotherm,medical devices
VAQC,Vector Acquisition Ii,shell companies
VBFC,Village Bank & Trust Financial,banks-regional
VBIV,Vbi Vaccines,biotechnology
VBLT,Vascular Biogenics,biotechnology
VBTX,Veritex Holdings,banks-regional
VC,Visteon,auto parts
VCEL,Vericel,biotechnology
VCKA,Vickers Vantage I,shell companies
VCNX,Vaccinex,biotechnology
VCRA,Vocera Communications,communication equipment
VCTR,Victory Capital Holdings,asset management
VCYT,Veracyte,biotechnology
VEC,Vectrus,aerospace & defense
VECO,Veeco Instruments,semiconductor equipment & materials
VECT,Vectivbio Holding,biotechnology
VEDL,Vedanta,other industrial metals & mining
VEEE,Twin Vee Powercats,recreational vehicles
VEEV,Veeva Systems,health information services
VEI,Vine Energy,oil & gas e&p
VEL,Velocity Financial,mortgage finance
VELO,Velocity Acquisition,shell companies
VENA,Venus Acquisition,shell companies
VEON,Veon Ltd.,telecom services
VER,"Vereit, Inc",reit-diversified
VERA,Vera Therapeutics,pharmaceutical preparations
VERB,Verb Technology Company,software-application
VERI,Veritone,software-infrastructure
VERO,Venus Concept,medical devices
VERU,Veru Inc.,biotechnology
VERV,Verve Therapeutics,biotechnology
VERX,Vertex,software-application
VERY,Vericity,insurance-life
VET,Vermilion Energy,oil & gas e&p
VEV,Vicinity Motor,auto manufacturers
VFC,Vf Corporation,apparel manufacturing
VFF,Village Farms International,farm products
VG,Vonage Holdings,telecom services
VGII,Virgin Group Acquisition Ii,shell companies
VGR,Vector Group,tobacco
VGZ,Vista Gold,gold
VHAQ,Viveon Health Acquisition,shell companies
VHC,Virnetx Holding,software-infrastructure
VHI,"Valhi, Inc.",chemicals
VIA,Via Renewables,utilities-regulated electric
VIAC,Viacomcbs,entertainment
VIACA,Viacomcbs,entertainment
VIAO,Via Optronics Ag,electronic components
VIAV,Viavi Solutions,communication equipment
VICI,Vici Properties,reit-diversified
VICR,Vicor Corporation,electronic components
VIEW,View,building products & equipment
VIH,Vpc Impact Acquisition,shell companies
VII,7Gc & Co. Holdings,shell companies
VINC,Vincerx Pharma,biotechnology
VINO,Gaucho Group Holdings,real estate-diversified
VINP,Vinci Partners Investments,asset management
VIOT,Viomi Technology,consumer electronics
VIPS,Vipshop Holdings,internet retail
VIR,Vir Biotechnology,biotechnology
VIRC,Virco Manufacturing,"furnishings, fixtures & appliances"
VIRI,Virios Therapeutics,biotechnology
VIRT,Virtu Financial,capital markets
VIRX,Viracta Therapeutics,biotechnology
VISL,Vislink Technologies,communication equipment
VIST,Vista Oil & Gas,oil & gas e&p
VITL,Vital Farms,farm products
VIV,Telefonica Brasil,telecom services
VIVE,Viveve Medical,medical devices
VIVO,Meridian Bioscience,diagnostics & research
VJET,Voxeljet Ag,computer hardware
VKTX,Viking Therapeutics,biotechnology
VLAT,Valor Latitude Acquisition,blank checks / spac
VLDR,Velodyne Lidar,scientific & technical instruments
VLGEA,Village Super Market,grocery stores
VLO,Valero Energy,oil & gas refining & marketing
VLON,Vallon Pharmaceuticals,biotechnology
VLRS,Controladora Vuela Compania De Aviacion,airlines
VLY,Valley National Bancorp,banks-regional
VMAC,Vistas Media Acquisition,shell companies
VMAR,Vision Marine Technologies,leisure
VMC,Vulcan Materials,building materials
VMD,Viemed Healthcare,medical devices
VMEO,Vimeo,software-application
VMI,Valmont Industries,metal fabrication
VMW,Vmware,software-infrastructure
VNCE,Vince Holding,apparel manufacturing
VNDA,Vanda Pharmaceuticals,biotechnology
VNE,Veoneer,auto parts
VNET,21Vianet Group,information technology services
VNO,Vornado Realty Trust,reit-office
VNOM,Viper Energy Partners,oil & gas midstream
VNRX,Volitionrx,diagnostics & research
VNT,Vontier,scientific & technical instruments
VNTR,Venator Materials,specialty chemicals
VOC,Voc Energy Trust,oil & gas e&p
VOD,Vodafone Group,telecom services
VOLT,Volt Information Sciences,staffing & employment services
VOR,Vor Biopharma,biotechnology
VOSO,Virtuoso Acquisition,shell companies
VOXX,Voxx International,consumer electronics
VOYA,Voya Financial,financial conglomerates
VPCB,Vpc Impact Acquisition Ii,shell companies
VPCC,Vpc Impact Acquisition Iii,shell companies
VPG,Vishay Precision Group,scientific & technical instruments
VQS,Viq Solutions,software-application
VRA,Vera Bradley,footwear & accessories
VRAR,Glimpse Group,software publishers
VRAY,Viewray,medical devices
VRCA,Verrica Pharmaceuticals,biotechnology
VRDN,Viridian Therapeutics,biotechnology
VREX,Varex Imaging,medical devices
VRM,Vroom,auto & truck dealerships
VRME,Verifyme,security & protection services
VRNA,Verona Pharma,biotechnology
VRNS,Varonis Systems,software-infrastructure
VRNT,Verint Systems,software-infrastructure
VRPX,Virpax Pharmaceuticals,biotechnology
VRRM,Verra Mobility,security & protection services
VRS,Verso,paper & paper products
VRSK,Verisk Analytics,consulting services
VRSN,Verisign,software-infrastructure
VRT,Vertiv Holdings,electrical equipment & parts
VRTS,Virtus Investment Partners,asset management
VRTV,Veritiv Corporation,conglomerates
VRTX,Vertex Pharmaceuticals,biotechnology
VS,Versus Systems,software publishers
VSAT,Viasat,communication equipment
VSCO,Victoria'S Secret & Co.,apparel retail
VSEC,Vse Corporation,aerospace & defense
VSH,Vishay Intertechnology,semiconductors
VST,Vistra Energy,utilities-independent power producers
VSTA,Vasta Platform,education & training services
VSTM,Verastem,biotechnology
VSTO,Vista Outdoor,leisure
VTAQ,Ventoux Ccm Acquisition,shell companies
VTEX,Vtex,software-application
VTGN,Vistagen Therapeutics,biotechnology
VTIQ,Vectoiq Acquisition Ii,shell companies
VTNR,Vertex Energy,oil & gas refining & marketing
VTOL,Bristow Group,oil & gas equipment & services
VTR,Ventas,reit-healthcare facilities
VTRS,Viatris,drug manufacturers-specialty & generic
VTRU,Vitru,education & training services
VTSI,Virtra,aerospace & defense
VTVT,Vtv Therapeutics,biotechnology
VUZI,Vuzix,consumer electronics
VVI,Viad Corp,specialty business services
VVNT,Vivint Smart Home,security & protection services
VVOS,Vivos Therapeutics,medical devices
VVPR,Vivopower International,solar
VVV,Valvoline,oil & gas refining & marketing
VWE,Vintage Wine Estates,beverages-wineries & distilleries
VWTR,Vidler Water Resources,utilities-regulated water
VXRT,Vaxart,biotechnology
VYGG,Vy Global Growth,shell companies
VYGR,Voyager Therapeutics,biotechnology
VYNE,Vyne Therapeutics,biotechnology
VYNT,Vyant Bio,biotechnology
VZ,Verizon,telecom services
VZIO,Vizio Holding,consumer electronics
W,Wayfair,internet retail
WAB,Wabtec,railroads
WABC,Westamerica Bancorporation,banks-regional
WAFD,Washington Federal,banks-regional
WAFU,Wah Fu Education Group,education & training services
WAL,Western Alliance Bancorporation,banks-regional
WALD,Waldencast Acquisition,shell companies
WARR,Warrior Technologies Acquisition,blank checks / spac
WASH,Washington Trust Bancorp,banks-regional
WAT,Waters Corporation,diagnostics & research
WATT,Energous,scientific & technical instruments
WAVE,Eco Wave Power Global,utilities-renewable
WB,Weibo,internet content & information
WBA,Walgreens Boots Alliance,pharmaceutical retailers
WBK,Westpac Banking,banks-diversified
WBS,Webster Financial,banks-regional
WBT,Welbilt,specialty industrial machinery
WCC,Wesco International,industrial distribution
WCN,Waste Connections,waste management
WD,Walker & Dunlop,mortgage finance
WDAY,Workday,software-application
WDC,Western Digital,computer hardware
WDFC,Wd-40 Company,specialty chemicals
WDH,Waterdrop,insurance-diversified
WEBR,Weber,"furnishings, fixtures & appliances"
WEC,Wec Energy Group,utilities-regulated electric
WEI,Weidai,credit services
WELL,Welltower,reit-healthcare facilities
